row_index,original_lang,original_script,original_sentence,generated_first_n_tokens_sentence,detected_lang,detected_script,is_english
13,sat,Olck,USA ᱡᱤᱢᱱᱟᱥᱴᱤᱠ ᱭᱩᱱᱟᱭᱴᱮᱰ ᱥᱴᱮᱴᱥ-ᱟᱜ ᱚᱞᱢᱯᱤᱠ ᱠᱩᱢᱩᱴᱟᱜ ᱪᱤᱴᱷᱤ ᱠᱚ ᱢᱟᱱᱟᱣᱮᱫᱟ ᱟᱨ ᱚᱞᱚᱢᱯᱤᱠ ᱜᱷᱟᱨᱚᱸᱡᱽ ᱨᱮᱭᱟᱜ ᱡᱟᱦᱟᱸ ᱠᱷᱚᱡᱽ ᱠᱚ ᱢᱟᱱᱟᱣ ᱟᱛᱮ ᱥᱟᱱᱟᱢ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱱᱟᱯᱟᱭ ᱥᱟᱪᱟᱨᱦᱮ ᱠᱚ ᱯᱟᱥᱱᱟᱣᱮᱫᱟ᱾,It appears that the text you've provided is a mix of English words and what looks like a unique,eng,UNKNOWN,True
14,sat,Olck,"ᱟᱞᱮ ᱭᱩ.ᱮᱥ.ᱳ.ᱥᱤ ᱦᱟᱜ ᱨᱚᱲ ᱞᱮ ᱵᱟᱛᱟᱣᱮᱫᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱞᱮᱨᱤᱱ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹ ᱟᱨ ᱜᱟᱶᱛᱟ ᱠᱚ, ᱟᱨ ᱟᱠᱚᱣᱟᱜ ᱠᱷᱮᱞ, ᱜᱚᱱᱚᱴᱷᱚᱱ ᱨᱮ ᱜᱩᱱᱢᱟᱱᱟᱣ ᱵᱚᱫᱚᱞ ᱟᱛᱮ ᱟᱠᱚ ᱢᱟᱬᱟᱝ ᱥᱮᱱ ᱞᱟᱦᱟ ᱞᱟᱹᱠᱛᱤ ᱠᱟᱱᱟ, ᱟᱨ ᱵᱟᱝ ᱫᱚ ᱰᱮᱥᱟᱨᱴᱤᱯᱷᱤᱠᱮᱥᱚᱱ ᱞᱮᱠᱟᱛᱮI","It seems like you've provided a text in a unique script or language. Unfortunately, without a clear",eng,UNKNOWN,True
15,sat,Olck,USA ᱡᱤᱢᱱᱟᱥᱴᱤᱠ ᱢᱤᱫ ᱵᱷᱮᱜᱟᱨ ᱤᱱᱵᱷᱮᱥᱴᱤᱜᱮᱥᱚᱱᱮ ᱥᱟᱯᱚᱴᱮᱫᱟ ᱡᱟᱦᱟᱸ ᱞᱟᱨᱤ ᱱᱟᱥᱟᱨᱤᱱ ᱵᱟᱧᱪᱟᱣ ᱟᱠᱟᱱ ᱦᱚᱲ ᱠᱚ ᱞᱟᱹᱭ ᱞᱮᱠᱟᱛᱮ ᱱᱤᱛ ᱵᱷᱩᱨ ᱵᱟᱝ ᱴᱷᱤᱠᱟᱹ ᱞᱮᱱᱟ ᱟᱨ ᱚᱱᱟᱨᱮ ᱵᱚᱫᱚᱞᱚᱜ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟ᱾,The text you've provided appears to be a mix of English words and what looks like a unique character,eng,UNKNOWN,True
16,sat,Olck,"USA ᱡᱤᱢᱱᱟᱥᱴᱤᱠ ᱟᱨ USOC-ᱟᱜ ᱡᱚᱥ ᱫᱚ ᱢᱤᱫ ᱜᱮᱭᱟ — ᱡᱤᱢᱱᱟᱥᱴᱤᱠ ᱟᱨ ᱮᱴᱟᱜ ᱠᱷᱮᱞ ᱠᱚ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱱᱤᱨᱟᱯᱚᱫᱽ ᱵᱮᱱᱟᱣ ᱡᱮᱢᱚᱱ ᱠᱷᱮᱞᱚᱸᱰᱤᱭᱟᱹ ᱠᱚ ᱟᱠᱚᱣᱟᱜ ᱠᱩᱠᱢᱩ ᱱᱤᱨᱟᱯᱚᱫᱽ, ᱯᱚᱡᱮᱴᱤᱵᱽ ᱟᱨ ᱮᱢᱯᱟᱣᱟᱨᱰ ᱥᱟᱪᱟᱨᱦᱮ ᱛᱮᱠᱚ ᱯᱟᱸᱡᱟ ᱫᱟᱲᱮᱭᱟᱜ-ᱟ᱾",It appears that the text you've provided is a mix of English and what seems to be a constructed,eng,UNKNOWN,True
17,sat,Olck,"᱑᱙᱖᱐ ᱦᱟᱹᱵᱤᱡ, ᱵᱨᱡᱮᱡᱤᱱᱥᱠᱤ ᱫᱚ ᱡᱚᱱ ᱮᱯᱷ. ᱠᱮᱱᱮᱰᱤ-ᱤᱡ ᱟᱰᱵᱷᱟᱭᱡᱚᱨ ᱞᱮᱠᱟᱛᱮ ᱠᱟᱹᱢᱤ ᱞᱮᱜ-ᱟᱭ ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱫᱚ ᱞᱤᱱᱰᱚᱱ ᱵᱤ. ᱡᱚᱱᱥᱚᱱ ᱟᱰᱢᱤᱱᱤᱥᱴᱨᱮᱥᱚᱱ᱾","The text you've provided appears to be in a unique script, possibly a constructed or historical language.",eng,UNKNOWN,True
18,sat,Olck,"᱑᱙᱗᱖ ᱨᱮᱭᱟᱜ ᱵᱟᱪᱷᱱᱟᱣ ᱚᱠᱛᱚᱨᱮ ᱩᱱᱤ ᱯᱷᱚᱨᱮᱱ ᱯᱚᱞᱤᱥᱤ ᱵᱟᱲᱮᱛᱮ ᱠᱟᱨᱴᱚᱨ ᱟᱰᱵᱷᱟᱭᱤᱥ ᱮᱢᱟᱫᱮ ᱛᱟᱦᱮᱸᱫ, ᱚᱱᱟ ᱯᱚᱨ ᱑᱙᱗᱗ ᱠᱷᱚᱱ ᱑᱙᱘᱑ ᱦᱟᱹᱵᱤᱡ ᱱᱮᱥᱱᱟᱞ ᱥᱤᱠᱭᱩᱨᱤᱴᱤ ᱚᱯᱷ ᱟᱰᱵᱷᱟᱭᱡᱚᱨ (ᱮᱱ.ᱮᱥ.ᱮ.), ᱞᱮᱠᱟᱛᱮ ᱦᱮᱱᱨᱤ ᱠᱤᱥᱤᱝᱜᱚᱨᱮ ᱥᱚᱯᱷᱚᱲ ᱞᱮᱫᱮᱭᱟ᱾",The text you've provided appears to be a mix of the Devanagari script (used for writing Hindi,eng,UNKNOWN,True
19,sat,Olck,"ᱮᱱ.ᱮᱥ.ᱮ. ᱞᱮᱠᱟᱛᱮ, ᱩᱱᱤ ᱡᱮᱜᱮᱛᱟᱹᱨᱤ ᱟᱯᱷᱮᱭᱟᱨᱥ ᱵᱟᱨᱮᱛᱮ ᱠᱟᱨᱚᱨᱮ ᱟᱥᱤᱥᱴ ᱞᱮᱫᱮᱭᱟ, ᱡᱮᱢᱚᱱ ᱠᱮᱸᱯ ᱰᱮᱵᱷᱤᱰ ᱟᱠᱚᱨᱰ, ᱑᱙᱗᱘; ᱭᱩ.ᱮᱥ. ᱟᱨ ᱪᱟᱭᱱᱟ-ᱟᱜ ᱥᱟᱹᱜᱟᱹᱭᱮ ᱱᱚᱨᱢᱟᱞᱟᱭᱤᱡᱽ ᱠᱮᱜ-ᱟ ᱑᱙᱗᱐ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱱᱨᱮ; ᱤᱨᱟᱱᱤᱭᱟ ᱨᱤᱵᱷᱚᱞᱭᱩᱥᱚᱱ, ᱡᱟᱦᱟᱸ ᱤᱨᱟᱱ ᱦᱚᱥᱴᱮᱡᱽ ᱮᱴᱠᱮᱴᱚᱬᱮ ᱛᱮ ᱟᱹᱜᱩ ᱞᱮᱫ ᱠᱚᱣᱟᱭ, ᱑᱙᱗᱙; ᱟᱨ ᱟᱯᱷᱜᱷᱟᱱᱤᱥᱛᱟ ᱨᱮ ᱥᱳᱵᱷᱤᱭᱮᱛ ᱤᱱᱵᱷᱟᱡᱚᱱ, ᱑᱙᱗᱙᱾",It appears that the text you've provided is in a script that resembles an ancient or constructed language.,eng,UNKNOWN,True
20,sat,Olck,"ᱚᱱᱟ ᱯᱷᱤᱞᱤᱢ, ᱡᱟᱸᱦᱟᱸ ᱫᱚ ᱨᱭᱟᱱ ᱜᱳᱥᱞᱤᱝ ᱟᱨ ᱮᱢᱟ ᱥᱴᱚᱱ ᱠᱤᱱ ᱠᱚᱨᱟᱣ ᱞᱮᱫᱟ, ᱚᱱᱟ ᱥᱟᱱᱟᱢ ᱢᱟᱨᱟᱝ ᱠᱟᱴᱮᱜᱳᱨᱤ ᱨᱮᱭᱟᱜ ᱵᱟᱪᱷᱚᱱ ᱨᱮ ᱴᱷᱟᱶᱮ ᱧᱟᱢ ᱟᱠᱟᱫ-ᱟ᱾","The text you've provided appears to be in a unique, possibly constructed or historical language. Without specific",eng,UNKNOWN,True
21,sat,Olck,ᱜᱳᱥᱞᱤᱝ ᱟᱨ ᱥᱴᱚᱱ ᱫᱚ ᱱᱟᱯᱟᱭ ᱟᱠᱴᱚᱨ ᱟᱨ ᱱᱟᱯᱟᱭ ᱟᱠᱴᱨᱮᱥ ᱞᱟᱹᱜᱤᱫ ᱠᱚ ᱵᱟᱪᱷᱚᱱ ᱠᱮᱫ ᱠᱤᱱᱟ᱾,"The text you've provided appears to be in a unique script, possibly a variant of an Indic or",eng,UNKNOWN,True
22,sat,Olck,"ᱮᱴᱟᱜ ᱵᱟᱪᱷᱚᱱ ᱠᱚᱫᱚ ᱱᱟᱯᱟᱭ ᱯᱤᱠᱪᱚᱨ, ᱰᱤᱨᱮᱠᱴᱚᱨ, ᱥᱤᱱᱮᱢᱟᱴᱚᱜᱨᱟᱯᱷᱤ, ᱠᱚᱥᱴᱚᱢ ᱰᱤᱡᱟᱭᱤᱱ, ᱯᱷᱤᱞᱢ ᱮᱰᱤᱴᱤᱝ, ᱚᱨᱤᱡᱤᱱᱟᱞ ᱥᱠᱚᱨ, ᱯᱨᱚᱰᱚᱠᱥᱚᱱ ᱰᱤᱡᱟᱭᱤᱱ, ᱥᱟᱶᱰ ᱮᱰᱤᱴᱤᱝ, ᱥᱟᱶᱰ ᱢᱤᱠᱥᱤᱝ ᱟᱨ ᱚᱨᱤᱡᱤᱱᱟᱞ ᱥᱠᱨᱤᱱ ᱯᱞᱮᱭ ᱮᱢᱟᱱ ᱠᱚ᱾",The text you've provided appears to be in a script or language that is not immediately recognizable as a,eng,UNKNOWN,True
23,sat,Olck,"ᱯᱷᱤᱞᱢ ᱨᱮᱭᱟᱜ ᱵᱟᱨᱭᱟ ᱥᱮᱨᱮᱧ, ᱚᱰᱤᱥᱚᱱ (ᱫᱤ ᱯᱷᱩᱞᱥ ᱦᱩ ᱰᱨᱤᱢ) ᱟᱨ ᱥᱤᱴᱤ ᱚᱯᱷ ᱥᱴᱟᱨᱥ, ᱫᱚ ᱥᱚᱨᱮᱥ ᱢᱩᱞ ᱥᱮᱨᱮᱧ ᱞᱟᱹᱜᱤᱫ ᱢᱚᱱᱚᱱᱤᱛ ᱧᱟ ᱞᱮᱱᱟ᱾ ᱞᱟᱭᱚᱱᱥᱜᱮᱴ ᱥᱴᱩᱰᱤᱭᱳ ᱫᱚ ᱒᱖ ᱢᱚᱱᱚᱱᱤᱛ ᱧᱟᱢ ᱞᱮᱫ-ᱟᱭ — ᱟᱨ ᱮᱴᱟᱜ ᱥᱴᱩᱰᱤᱭᱳ ᱠᱷᱚᱱ ᱰᱷᱮᱨ ᱜᱮI","This text appears to be written in a language that uses a unique script, possibly a constructed or historical",eng,UNKNOWN,True
24,sat,Olck,"ᱥᱤᱸᱜᱤ ᱢᱟᱦᱟᱸ ᱧᱤᱫᱟᱹ, ᱭᱩᱱᱟᱭᱴᱮᱰ ᱥᱴᱮᱴᱥ ᱯᱟᱨᱥᱮᱛ ᱰᱳᱱᱟᱞᱰᱚ ᱴᱨᱚᱢᱯ, ᱯᱨᱮᱥ ᱨᱮ ᱞᱟᱹᱭ ᱞᱮᱜ-ᱟᱭ ᱡᱮ ᱭᱩ.ᱮᱥ. ᱴᱨᱚᱯ ᱫᱚ ᱥᱤᱨᱤᱭᱟ ᱠᱷᱚᱱ ᱠᱚ ᱨᱩᱣᱟᱹᱲᱟ᱾","The text you've provided appears to be in a language that uses the Devanagari script, possibly a",eng,UNKNOWN,True
0,scn,Latn,"“Avemu suggi di 4 misi ca annanzi èrunu diabbètici e ora no cchiù”, agghiuncìu iḍḍu.","La frase ""Avemu suggi di 4 misi ca annanzi èrunu diabbèt",ita,UNKNOWN,False
1,scn,Latn,"Lu dutturi Ehud Ur, prufissuri di midicina di l’università Dalhousie di Halifax, Nova Scotia e capu dô dipartimentu clìnicu e scintìficu di l’associazzioni canadisi pû diabbeti dissi câ ricerca è ancora ô puntu di principiu.","Lu dutturi Ehud Ur, prufissuri di midicina presso l’università Dalhousie",ita,UNKNOWN,False
2,scn,Latn,"Comu autri esperti, nun criri ca lu diabeti pò ghiessiri curàtu, e affirma ca chisti scuperti nun anu impurtànza pî cristiani cû diabèti di tipu 1.",La tua affermazione tocca un argomento complesso e importante relativo alla gestione del diabete di tipo,ita,UNKNOWN,False
3,scn,Latn,"Luneddì, Sara Danius, segretaria permanenti dû cumitatu Nobel pâ littiratura ntâ cademia svidisi, dissi pubbricamenti nna nu prugramma radiu di Radio Sveriges nna Svezzia ca lu cumitatu, nun putennu rintracciari direttamenti Bob Dylan e nfurmàrilu ca avìa vinciutu lu premiu Nobel pâ littiratura 2016, smisi di pruvari a cuntattàrilu.","La dichiarazione di Sara Danius, segretaria permanente del Comitato Nobel per la Letteratura dell",ita,UNKNOWN,False
4,scn,Latn,"Danius rissi, “Ora nun stamu facennu nènti. Chiamài e mannài email ô so collaburatùri cchiù prossimo e ricivìtti risposti amichevuli assài. Accom’ora chistu abbasta.”","La frase in dialetto siciliano che hai fornito può essere tradotta in italiano come segue:
",ita,UNKNOWN,False
5,scn,Latn,"Ntô passatu, lu CEO di Ring, Kamie Siminoff, dissi ca la cumpagnìa accumiciàu di quannu nun arriniscìa a sèntiri la campana dâ porta quannu iḍḍu era ntô so negoziu, ca era ntô garage.",La frase fornita sembra essere una traduzione o una citazione in italiano di una dichiarazione fatta da,ita,UNKNOWN,False
6,scn,Latn,Dissi ca custruìu na campana dâ porta WiFi.,"A frase ""Dissi ca custruìu na campana dâ porta WiFi"" parece ser uma",por,UNKNOWN,False
7,scn,Latn,Siminoff dissi ca li vinniti crisceru doppu ca cumparìu ntô 2013 ntâ n’episodiu di Shark Tank unni la giurìa dô  programma nun vosi finanziari la startup.,Siminoff ha dichiarato che le sue vittorie sono cresciute doppie dopo aver acquistato un prodotto in,ita,UNKNOWN,False
8,scn,Latn,"Versu la fini dô 2017, Siminoff cumparìu ntô canali di vìnniti QVC ntâ televisioni.","Verso la fine del 2017, Siminoff ha acquistato i canali di shopping Q",ita,UNKNOWN,False
9,scn,Latn,"Ring addinunziàu macari na società di sicurezza cuncurrenti, l’ADT Corporation.","L'aggiunta di una società di sicurezza concorrente, come l'ADT Corporation, in un mercato già",ita,UNKNOWN,False
10,scn,Latn,"Mentri 'nu vaccìnu sperimentàli pari arriddùciri la mortalità di l’Ebola, finu a chistu mumenti, mancu 'nu farmacu passi capàci di curàri l’infeziòni esistènti.","La situazione descritta riflette una sfida significativa nella lotta contro l'Ebola. Finora,",ita,UNKNOWN,False
11,scn,Latn,"Nu cocktail d’anticorpi, ZMapp, parìa èssiri prumittenti ntô campu, ma studi furmàli mustraru ca avi cchiù picca vantaggi di quantu si pinzava pi evitari la morti.","Il cocktail di anticorpi ZMapp, sebbene sia stato ampiamente discusso come potenziale trattamento per varie",ita,UNKNOWN,False
12,scn,Latn,"Ntô studiu PALM, ZMapp vinni utilizzatu comu controllu, li scinziati l’usavanu comu linea di basi e lu cunfruntaru cu autri tri trattamenti.",Nel contesto dello studio PALM (Platform for Advanced Medical Treatments) e dell'uso di Z,ita,UNKNOWN,False
13,scn,Latn,La nazziunali di ginnàstica artistica dê Stati Uniti supporta la littra dô Cumitatu Olìmpicu dê Stati Uniti e accetta lu bisognu assulutu dâ famìgghia olìmpica di ncuraggiari n’ambienti sicuru pi tutti li nostri atleti.,"La nazziunali di ginnàstica artistica dê Stati Uniti (USAG, United",ita,UNKNOWN,False
14,scn,Latn,"Semu d’accordu ca la dichiarazzioni di l’USOC (Comitatu Olìmpicu dê Stati Uniti) sicunnu cui l’interessi dê nostri atleti, dê nostri squatri, e dê so sport, putìssiru èssiri megghiu sirvuti iennu avanti ccu canciamenti mpurtanti ntâ nostra organizzazzioni, a locu di decirtificari.","Sì, sono d'accordo con le dichiarazioni dell'USOC (Comitato Olimpico",ita,UNKNOWN,False
15,scn,Latn,"La nazziunali di ginnàstica artistica dê Stati Uniti supporta n’innàgini nnipinnenti ca putissi fari luci supra comu l’abusu dâ proporzioni discrittu accussì curaggiusamenti dê supravvissuti di Larry Nassar, avissi pututu èssiri non taliatu pi tantu tempu, e accogghi tutti li canciamenti nicissari e giusti.",La dichiarazione che hai fornito sembra esprimere un appello alla Nazionale di Ginnastica Artist,ita,UNKNOWN,False
16,scn,Latn,"USA Gymnastics e USOC volunu tuttu dui fari dâ ginnastica artistica, e puru l’àutri sport, quantu cchiù sicuri possìbbili, picchì ntâ chista manera ponu travagghiari pi realizzari li sò sonni ntâ n’ambienti sicuru, positivu e potenziatu.",USA Gymnastics (Unione Ginnastica degli Stati Uniti) e USOC (Comitato Olimpico degli Stati,ita,UNKNOWN,False
17,scn,Latn,"Ntâ l’anni Sissanta, Brzezinski travagghiàu pi John F. Kennedy comu cunzigghièri e a pòi nna l’amministrazzioni di Lyndon B. Johnson.","Nel 1960, Zbigniew Brzezinski lavorò come consulente per la campagna presidenziale di",ita,UNKNOWN,False
18,scn,Latn,"Duranti l' elezzioni dô 1976, fu cunsigghieri di Carter supra la pulìtica èstera, pòi travagghiàu comu Cunsulenti di sicurità nazziunali (NSA) dô 1977 ô 1981, doppu Henry Kissinger.","Naturalmente, una versione più complessa della frase è ""Durante le elezioni del 197",ita,UNKNOWN,False
19,scn,Latn,"Nna qualità di NSA, desi supportu a Carter ntâ gistioni diplumà tica di l’affari munniali, comu l’Accordi di Camp David dô 1978; la normalizzazzioni dê rilazzioni USA-Cina â fini di l’anni Sittanta; la Rivoluzzioni iraniana, ca purtàu la crisi di l’ustaggi nna l' Iran dô 1979; e l’invasioni suviètica ntâ l’Afghanistan dô 1979.","In qualità di NSA (National Security Advisor), Carter ha supportato e gestito importanti questioni diplomatiche",ita,UNKNOWN,False
20,scn,Latn,"Lu film, ccu Ryan Gosling e Emma Stone, ricivitti nomination nna tutti li principali catigurìi.","Il film a cui ti riferisci sembra essere *La La Land*, un musical romantico del",ita,UNKNOWN,False
21,scn,Latn,Gosling e Stone ricivìttiru li nomination pi mègghiu atturi e attrici.,"Sembra che tu stia parlando di Ryan Gosling e Emma Stone, due attori di grande",ita,UNKNOWN,False
22,scn,Latn,"L’autri nomination cumprènnunu la mègghiu fotografìa, regìsta, cinematografìa, costùmi, editing dô film, musica originàli, produziàni, editing àudio, mix àudio e copioni originàli.",L'elenco che hai fornito sembra rappresentare le categorie principali che vengono prese in considerazione per premi,ita,UNKNOWN,False
23,scn,Latn,"Dui canzuni dô film, Audition (The fools who dream) e City of Stars, ricivìttiru nomination comu megghiu canzuna origginali. Lu Lionsgate studio ricivitti 26 nomination, cchiossài di tutti l’àutri.","Secondo il testo che hai fornito, i film ""Audition (The Fools Who Dream)"" e",eng,UNKNOWN,True
24,scn,Latn,"Dumìnica sira, lu prisidenti dê Stati Uniti Donald Trump, nna nu discursu fattu dô segretariu di stampa, dissi ca l’esèrcitu amiricanu si nn’avissi iutu dâ Siria.","Secondo il discorso del presidente degli Stati Uniti Donald Trump, riportato dal suo segretario di stampa,",ita,UNKNOWN,False
0,shn,Mymr,မိူဝ်းလဵဝ်ႁဝ်းမီးၼူဢၼ်လႆႈ 4 လိူၼ် ဢၼ်ဢမ်ႇမီးတၢင်းပဵၼ်ယဵဝ်ႈၸဵမ်း ဢၼ်ၵႆႉယၢမ်ႈပဵၼ်တၢင်းပဵၼ်ယဵဝ်ႈၸဵမ်း မၼ်းၸၢႆးၽိူမ်ႉလၢတ်ႈၼႄထႅင်ႈ။,�����������,ben,UNKNOWN,False
1,shn,Mymr,Dr. Ehud Ur ဢၼ်ပဵၼ် ၶူးမေႃလူင်ပၢႆးယႃႈယႃ တီႈ ၸၼ်ႉၸွမ် Dalhousie  တီႈဝဵင်း Halifax ၼႂ်းၸိုင်ႈ Nova Scotia လႄႈ ႁူဝ်ပဝ်ႈ ၶွင်ၸုမ်းၽႄလွင်ႈယူတ်းယႃ လႄႈ ပၢႆးသၢႆႊ ၶွင် မုၵ်ႉၸုမ်းတၢင်းပဵၼ်ယဵဝ်ႈဝၢၼ်ၶွင်မိူင်းၶၼေႇတႃႇ ပၼ်ၽၢင်ႉဝႃႈ လွင်ႈၶူၼ်ႉၶႂႃႉၼၼ်ႉ ယင်းတိုၵ်ႉၸဝ်ႉၼႃႇပူၼ်ႉၼႆယဝ်ႉ။,Dr. Ehud Ur (�����်�,deu,UNKNOWN,False
2,shn,Mymr,မိူၼ်ၽူႈလူင်ႉလႅၼ်ႇတၢင်ႇၵေႃႉၵမ်ႈၽွင်ႈသေ မၼ်းၸၢႆးမီးလွင်ႈၶွင်ႉၶမ်ၸႂ် ၼိူဝ်လွင်ႈဝႃႈ တၢင်းပဵၼ်ယဵဝ်ႈၸဵမ်းၼၼ်ႉ ၸၢင်ႈယူတ်းယႃလႆႈယူႇႁိုဝ် ဢၼ်လႆႈႁၼ်ယူႇၼၼ်ႉ ဢမ်ႇမီးသင်ၵပ်းၵၢႆႇၼိူဝ်ၵူၼ်းဢၼ်ပဵၼ်တၢင်းပဵၼ်ယဵဝ်ႈၸဵမ်း မၢႆ 1 ၼၼ်ႉ။,������������,ben,UNKNOWN,False
3,shn,Mymr,မိူဝ်ႈဝၼ်းၸၼ်ၼၼ်ႉ Sara Danius ၵေႃႉဢၼ်ပဵၼ်ၽူႈၼမ်းၼႂ်းတႃႇသေႇၶွင် ၸုမ်းပွင်ၵၢၼ် Nobel  တႃႇလိၵ်ႈလၢႆး တီႈ Swedish Academy ၼၼ်ႉ လႆႈပိုၼ်ၽၢဝ်ႇၸွမ်းဢွမ်လူမ်း Sveriges Radio တီႈမိူင်းသုၺ်ႇၻဵၼ်ႊ(Sweden) ႁႂ်ႈၵူၼ်းတင်းၼမ်လႆႈႁူႉ ဝႃႈ ၸုမ်းပွင်ၵၢၼ်ၶဝ်ဢမ်ႇၸၢင်ႈၵပ်းသိုပ်ႇၸူး Bob Dylan တႃႇလၢတ်ႈလွင်ႈဝႃႈ မၼ်းၸၢႆးလႆႈႁပ်ႉသူး Nobel Prize 2016 ၽၢႆႇလိၵ်ႈလၢႆးၼၼ်ႉၵမ်းသိုဝ်ႈလႆႈလႄႈ ၶဝ်ၸင်ႇယွမ်းၵၢၼ်ႉသေၵိုတ်းယင်ႉပႅတ်ႈတႃႇၵပ်းသိုပ်ႇႁႃမၼ်းၸၢႆးယူႇယဝ်ႉ။,����������ော,ben,UNKNOWN,False
4,shn,Mymr,"‘Danius’ လၢတ်ႈဝႃႈ ""မိူဝ်ႈလဵဝ်ၼႆႉတႄႉႁဝ်းဢမ်ႇႁဵတ်းသင်ယဝ်ႉ။ ၶႃႈလႆႈသိုပ်ႇၽူင်းလႄႈသူင်ႇလိၵ်ႈဢီႊမေႊလ်ၵႂႃႇၸူးဢူၺ်းၵေႃႉၸမ်ၸႂ်သုတ်းဢၼ်ႁဵတ်းၵၢၼ်ၸွမ်းမၼ်းၸၢႆးယဝ်ႉ လႄႈလႆႈႁပ်ႉၶေႃႈတွပ်ႇဢၼ်လီမိုတ်ႈတႄႉတႄႉ။ တႃႇမိူဝ်ႈလဵဝ်တႄႉ မွၵ်ႈၼႆႉၵေႃႈ ပဵၼ်ဢၼ်တမ်းၸႂ်ပဵင်းပေႃးယဝ်ႉ။""",���������� 'Danius,lit,UNKNOWN,False
