language,fact_id,subject,relation,question,options,golden_answer,predicted_answer,is_correct
tha,/m/06zs8rc_place_of_birth_/m/01l63,มาร์ก แมคครี,place_of_birth,มาร์ก แมคครี เกิดใน _____,"['เบลฟัสต์', 'เบอร์ลิงตัน', 'มอนต์กอเมอรี', 'ดีล']",เบลฟัสต์,มอนต์กอเมอรี,False
tha,/m/0bbtss__place_of_birth_/m/04jpl,โทมัส รธ,place_of_birth,โทมัส รธ เกิดใน _____,"['ฟิลาเดลเฟีย', 'แมคอน', 'ลอนดอน', 'มินนีแอโพลิส']",ลอนดอน,ลอนดอน,True
tha,/m/03crccg_place_of_birth_/m/06mxs,สตัฟฟัน เด มิสตูรา,place_of_birth,สตัฟฟัน เด มิสตูรา เกิดใน _____,"['คลีฟแลนด์', 'เค็นซิงตัน', 'พลิมัท', 'สตอกโฮล์ม']",สตอกโฮล์ม,เค็นซิงตัน,False
tha,/m/0g9zctl_place_of_birth_/m/0chgzm,เบร็ทท์ เฮย์แมน,place_of_birth,เบร็ทท์ เฮย์แมน เกิดใน _____,"['ลอนดอน', 'เมลเบิร์น', 'แซคราเมนโต', 'บักกิงแฮมเชอร์']",เมลเบิร์น,เมลเบิร์น,True
tha,/m/057twp_place_of_birth_/m/0k33p,เอ็ดเวิร์ด เมเรดิท โคป,place_of_birth,เอ็ดเวิร์ด เมเรดิท โคป เกิดใน _____,"['เบอร์มิงแฮม', 'คอนสแตนติโนเปิล', 'เบอร์ลิน', 'ออสติน']",เบอร์มิงแฮม,คอนสแตนติโนเปิล,False
tha,/m/0h3xkdx_place_of_birth_/m/0dclg,ซูเซิน เดนิน,place_of_birth,ซูเซิน เดนิน เกิดใน _____,"['พอร์ตสมัท', 'ลอนดอน', 'ฟิลาเดลเฟีย', 'มิดเดิลส์เบรอ']",ฟิลาเดลเฟีย,ฟิลาเดลเฟีย,True
tha,/m/0973sv_place_of_birth_/m/0dclg,แฮร์ริสัน อัลเลน,place_of_birth,แฮร์ริสัน อัลเลน เกิดใน _____,"['ริชมอนด์', 'ฟิลาเดลเฟีย', 'ชิชิสเตอร์', 'เดรสเดิน']",ฟิลาเดลเฟีย,ฟิลาเดลเฟีย,True
tur,/m/09gm50p_place_of_birth_/m/01cx_,Lucy Toulmin Smith,place_of_birth,Lucy Toulmin Smith _____ 'de doğdu.,"['Tiran', 'Sevilla', 'Bağdat', 'Boston']",Boston,Boston,True
tur,/m/0b76y5f_place_of_birth_/m/01lfy,Eyolf Kleven,place_of_birth,Eyolf Kleven _____ 'de doğdu.,"['Burlington', 'Split', 'Kopenhag', 'Portland']",Kopenhag,Kopenhag,True
tur,/m/0c022b2_place_of_birth_/m/02h6_6p,Marcus Junkelmann,place_of_birth,Marcus Junkelmann _____ 'de doğdu.,"['Columbus', 'Pittsburgh', 'İsveç', 'Münih']",Münih,Münih,True
tur,/m/02r6_yw_place_of_birth_/m/01znc_,Cenk Renda,place_of_birth,Cenk Renda _____ 'de doğdu.,"['Manchester', 'Boston', 'Türkiye', 'Stuttgart']",Türkiye,Türkiye,True
tur,/m/02z697r_place_of_birth_/m/07m_f,Ylli Bufi,place_of_birth,Ylli Bufi _____ 'de doğdu.,"['Massachusetts', 'Napoli', 'Tiran', 'Cincinnati']",Tiran,Tiran,True
tur,/m/03y8qbn_place_of_birth_/m/095w_,Ferenc Sipos,place_of_birth,Ferenc Sipos _____ 'de doğdu.,"['Burlington', 'Holstein', 'Budapeşte', 'Rusya']",Budapeşte,Budapeşte,True
tur,/m/0gfgrr2_place_of_birth_/m/018dk_,Paul Daniels,place_of_birth,Paul Daniels _____ 'de doğdu.,"['Burlington', 'Atina', 'Columbus', 'Leipzig']",Burlington,Leipzig,False
tur,/m/0267wkv_place_of_birth_/m/09949m,Azra Erhat,place_of_birth,Azra Erhat _____ 'de doğdu.,"['Glasgow', 'Venedik', 'Manhattan', 'İstanbul']",İstanbul,İstanbul,True
tur,/m/0g5qx4w_place_of_birth_/m/01sjcp,Peter Ording,place_of_birth,Peter Ording _____ 'de doğdu.,"['Tiran', 'Stade', 'Bangkok', 'Yunanistan']",Stade,Stade,True
tur,/m/05zxthq_place_of_birth_/m/03s0w,Eric Ziebold,place_of_birth,Eric Ziebold _____ 'de doğdu.,"['Varşova', 'Borneo', 'Türkiye', 'Iowa']",Iowa,Iowa,True
tur,/m/01gylx_place_of_birth_/m/04jpl,James William Wallack,place_of_birth,James William Wallack _____ 'de doğdu.,"['Barselona', 'Holstein', 'Londra', 'Birmingham']",Londra,Londra,True
tur,/m/0gtt361_place_of_birth_/m/056_y,Fina de Calderón,place_of_birth,Fina de Calderón _____ 'de doğdu.,"['Wellington', 'Bradford', 'Prag', 'Madrid']",Madrid,Madrid,True
tur,/m/02wy0k3_place_of_birth_/m/02sn34,Rusya,place_of_birth,Rusya _____ 'de doğdu.,"['Bağdat', 'Şikago', 'Kiev', 'Almanya']",Kiev,Kiev,True
tur,/m/0cnx5pb_place_of_birth_/m/0947l,Marcello Abbado,place_of_birth,Marcello Abbado _____ 'de doğdu.,"['Milano', 'Nevada', 'Tiran', 'Almanya']",Milano,Milano,True
tur,/m/05s_fct_place_of_birth_/m/0cm5m,Eugénie Söderberg,place_of_birth,Eugénie Söderberg _____ 'de doğdu.,"['Belgrad', 'Heidelberg', 'Wellington', 'Shelby']",Heidelberg,Belgrad,False
tur,/m/03ybr_n_place_of_birth_/m/052p7,Wayne Eagling,place_of_birth,Wayne Eagling _____ 'de doğdu.,"['Iowa', 'Münih', 'Montreal', 'Ontario']",Montreal,Iowa,False
tur,/m/05mzl4v_place_of_birth_/m/05l64,Jan Jakob Tønseth,place_of_birth,Jan Jakob Tønseth _____ 'de doğdu.,"['Stade', 'Charlotte', 'Oslo', 'Coventry']",Oslo,Oslo,True
tur,/m/03cn3xg_place_of_birth_/m/081m_,Stanisław Urban,place_of_birth,Stanisław Urban _____ 'de doğdu.,"['Boston', 'Amsterdam', 'İtalya', 'Varşova']",Varşova,Varşova,True
tur,/m/0h1cpn9_place_of_birth_/m/02m77,Robert Hamilton Paterson,place_of_birth,Robert Hamilton Paterson _____ 'de doğdu.,"['Ontario', 'Split', 'Heidelberg', 'Edinburgh']",Edinburgh,Edinburgh,True
tur,/m/03c6sfv_place_of_birth_/m/0345h,Aurel Codoban,place_of_birth,Aurel Codoban _____ 'de doğdu.,"['Burlington', 'Almanya', 'Yunanistan', 'Avustralya']",Almanya,Burlington,False
tur,/m/0g9wbvq_place_of_birth_/m/01q0l,İngiliz Kemal,place_of_birth,İngiliz Kemal _____ 'de doğdu.,"['Tampa', 'Konstantiniyye', 'Türkiye', 'Heidelberg']",Konstantiniyye,Konstantiniyye,True
tur,/m/05q5bw7_place_of_birth_/m/09949m,Necmi Sönmez,place_of_birth,Necmi Sönmez _____ 'de doğdu.,"['Konstantiniyye', 'İstanbul', 'Glasgow', 'Cincinnati']",İstanbul,İstanbul,True
tur,/m/0g5pn16_place_of_birth_/m/04kf4,Maja Tucholke,place_of_birth,Maja Tucholke _____ 'de doğdu.,"['Leipzig', 'Madrid', 'Limerick', 'Vancouver']",Leipzig,Leipzig,True
tur,/m/05fy6f_place_of_birth_/m/0f8j6,Arthur Kinnaird,place_of_birth,Arthur Kinnaird _____ 'de doğdu.,"['Madrid', 'Kensington', 'Oslo', 'Lviv']",Kensington,Kensington,True
tur,/m/02r7063_place_of_birth_/m/01znc_,Serdar Apaydın,place_of_birth,Serdar Apaydın _____ 'de doğdu.,"['Oslo', 'Türkiye', 'Tiflis', 'Holstein']",Türkiye,Türkiye,True
tur,/m/0bmhb_z_place_of_birth_/m/09f3c,Francisco de Osuna,place_of_birth,Francisco de Osuna _____ 'de doğdu.,"['Venedik', 'Bangkok', 'Barselona', 'Sevilla']",Sevilla,Sevilla,True
tur,/m/04n5zdl_place_of_birth_/m/0853g,Barry Mitcalfe,place_of_birth,Barry Mitcalfe _____ 'de doğdu.,"['Wellington', 'Fransa', 'Seattle', 'Viyana']",Wellington,Seattle,False
tur,/m/0bsz79_place_of_birth_/m/0fhsz,Renato Caccioppoli,place_of_birth,Renato Caccioppoli _____ 'de doğdu.,"['Stuttgart', 'Napoli', 'Borneo', 'Cincinnati']",Napoli,Napoli,True
tur,/m/0glsj46_place_of_birth_/m/01l63,Hamilton Sloan,place_of_birth,Hamilton Sloan _____ 'de doğdu.,"['Bağdat', 'Holstein', 'Belfast', 'Stuttgart']",Belfast,Belfast,True
tur,/m/04076n8_place_of_birth_/m/0n2z,Argiris Pedulakis,place_of_birth,Argiris Pedulakis _____ 'de doğdu.,"['Kensington', 'Atina', 'Belfast', 'Waterford']",Atina,Atina,True
tur,/m/0bbxtnd_place_of_birth_/m/04jpl,Cliff Jones,place_of_birth,Cliff Jones _____ 'de doğdu.,"['Londra', 'Charlotte', 'Tiflis', 'Napoli']",Londra,Charlotte,False
tur,/m/04jd52_place_of_birth_/m/0fhsz,Warington Wilkinson Smyth,place_of_birth,Warington Wilkinson Smyth _____ 'de doğdu.,"['Napoli', 'Stuttgart', 'Atina', 'Shelby']",Napoli,Shelby,False
tur,/m/0gffy7s_place_of_birth_/m/020d8d,Christfried Burmeister,place_of_birth,Christfried Burmeister _____ 'de doğdu.,"['Türkiye', 'İsveç', 'Wellington', 'Bradford']",Bradford,Bradford,True
tur,/m/0g9zctl_place_of_birth_/m/0chgzm,Brett Hayman,place_of_birth,Brett Hayman _____ 'de doğdu.,"['İngiltere', 'Melbourne', 'Suriye', 'Wellington']",Melbourne,Wellington,False
tur,/m/0glht5_place_of_birth_/m/035qy,Nektaria Karantzi,place_of_birth,Nektaria Karantzi _____ 'de doğdu.,"['Pittsburgh', 'Yunanistan', 'Amsterdam', 'Konstantiniyye']",Yunanistan,Yunanistan,True
tur,/m/069jrq_place_of_birth_/m/02jx1,Colin Groves,place_of_birth,Colin Groves _____ 'de doğdu.,"['Kensington', 'Suriye', 'İngiltere', 'Zagreb']",İngiltere,İngiltere,True
tur,/m/04q2110_place_of_birth_/m/0jyw,Ahmet Gülhan,place_of_birth,Ahmet Gülhan _____ 'de doğdu.,"['Kaliforniya', 'Massachusetts', 'Ankara', 'Münih']",Ankara,Ankara,True
tur,/m/03z0xl_place_of_birth_/m/0yfk9,Nina Repeta,place_of_birth,Nina Repeta _____ 'de doğdu.,"['Columbus', 'Shelby', 'Waterford', 'Milano']",Shelby,Waterford,False
tur,/m/0h95p47_place_of_birth_/m/052p7,David Atkinson,place_of_birth,David Atkinson _____ 'de doğdu.,"['Montreal', 'Edinburgh', 'Bükreş', 'Melbourne']",Montreal,Melbourne,False
tur,/m/02892lc_place_of_birth_/m/05ywg,Ivo Lukačovič,place_of_birth,Ivo Lukačovič _____ 'de doğdu.,"['Tampa', 'Kiev', 'Surrey', 'Prag']",Prag,Prag,True
tur,/m/02vr3_t_place_of_birth_/m/0hx5f,Neil Fingleton,place_of_birth,Neil Fingleton _____ 'de doğdu.,"['Edinburgh', 'Tiran', 'Columbus', 'Durham']",Durham,Durham,True
tur,/m/02r708j_place_of_birth_/m/01znc_,Murat Evliyaoğlu,place_of_birth,Murat Evliyaoğlu _____ 'de doğdu.,"['Türkiye', 'Münih', 'Portland', 'Montreal']",Türkiye,Türkiye,True
tur,/m/0dgs3l8_place_of_birth_/m/02frhbc,Jesse A. Hamilton,place_of_birth,Jesse A. Hamilton _____ 'de doğdu.,"['Portland', 'Waterford', 'Bükreş', 'Tampa']",Portland,Tampa,False
tur,/m/08p86y_place_of_birth_/m/05gqy,Michael Anti,place_of_birth,Michael Anti _____ 'de doğdu.,"['Pomeranya', 'Nankin', 'Kiev', 'Buckinghamshire']",Nankin,Pomeranya,False
tur,/m/0gwz8nx_place_of_birth_/m/05qtj,Hervé Alphand,place_of_birth,Hervé Alphand _____ 'de doğdu.,"['Paris', 'Yunanistan', 'Pomeranya', 'Prag']",Paris,Paris,True
tur,/m/0g9z29t_place_of_birth_/m/031y2,Filippo Soffici,place_of_birth,Filippo Soffici _____ 'de doğdu.,"['Floransa', 'Stuttgart', 'Kahire', 'Wellington']",Floransa,Floransa,True
tur,/m/05cm52_place_of_birth_/m/0c5_3,Martin Jacques,place_of_birth,Martin Jacques _____ 'de doğdu.,"['Manchester', 'Belfast', 'Coventry', 'Sevilla']",Coventry,Manchester,False
tur,/m/01ncd1p_place_of_birth_/m/01lfy,Victor Borge,place_of_birth,Victor Borge _____ 'de doğdu.,"['Kopenhag', 'Springfield', 'Vancouver', 'Lyon']",Kopenhag,Kopenhag,True
tur,/m/0gtt2yk_place_of_birth_/m/05ywg,Pavel Žáček,place_of_birth,Pavel Žáček _____ 'de doğdu.,"['Kensington', 'Zagreb', 'Norwich', 'Prag']",Prag,Prag,True
tur,/m/02pkgnc_place_of_birth_/m/09949m,Tayyar Yalaz,place_of_birth,Tayyar Yalaz _____ 'de doğdu.,"['Portland', 'İstanbul', 'Şikago', 'İspanya']",İstanbul,İstanbul,True
tur,/m/03ccqrq_place_of_birth_/m/01cx_,"Francis J. Ricciardone, Jr.",place_of_birth,"Francis J. Ricciardone, Jr. _____ 'de doğdu.","['Nankin', 'Surrey', 'Boston', 'Suriye']",Boston,Suriye,False
tur,/m/06zlhrt_place_of_birth_/m/095w_,Katalin Karády,place_of_birth,Katalin Karády _____ 'de doğdu.,"['Lyon', 'Budapeşte', 'Türkiye', 'Charlotte']",Budapeşte,Budapeşte,True
tur,/m/051ybn7_place_of_birth_/m/04jpl,Coral Amiga,place_of_birth,Coral Amiga _____ 'de doğdu.,"['Kopenhag', 'Belgrad', 'Londra', 'Manchester']",Londra,Londra,True
tur,/m/0b77s04_place_of_birth_/m/04jpl,David Parry,place_of_birth,David Parry _____ 'de doğdu.,"['Londra', 'Burlington', 'Manhattan', 'Stuttgart']",Londra,Burlington,False
tur,/m/05b53wr_place_of_birth_/m/094vy,Tim Robinson,place_of_birth,Tim Robinson _____ 'de doğdu.,"['Coventry', 'Kiev', 'Yorkshire', 'Zagreb']",Yorkshire,Zagreb,False
tur,/m/02r5bqf_place_of_birth_/m/02jx1,John Mundy,place_of_birth,John Mundy _____ 'de doğdu.,"['İngiltere', 'Birmingham', 'Glasgow', 'Hamburg']",İngiltere,İngiltere,True
